100,763,299,132983,
100,666,310,113492,
100,725,320,53896,
100,878,325,55281,
100,849,393,56560,
100,1074,429,65625,
100,902,421,61062,
100,857,433,50508,
100,834,317,48268,
100,849,367,51333,
100,793,340,51424,
100,913,431,95702,
100,912,282,39926,
100,1091,535,97266,
100,868,367,44276,
100,956,396,349272,
100,958,469,48174,
100,919,385,48446,
100,757,340,37700,
100,958,353,43880,
100,1719,537,66608,
100,1874,481,70640,
100,729,328,38687,
100,933,365,38631,
100,748,255,142963,
100,781,280,30628,
100,843,389,15117,
100,746,348,10128,
100,897,348,15511,
100,852,369,9619,
100,916,347,10866,
100,812,298,9821,
100,913,432,9881,
100,832,269,59456,
100,696,276,9206,
100,805,424,13251,
100,787,390,9658,
100,1009,514,13350,
100,834,364,15702,
100,909,379,9796,
100,814,330,118196,
100,692,258,8823,
100,918,489,16968,
100,892,351,9389,
100,989,344,13799,
100,746,333,8839,
100,867,429,10224,
100,720,275,8676,
100,662,253,8333,
100,724,359,12362,
100,931,333,9912,
100,777,265,14343,
100,823,355,9447,
100,1020,389,12243,
100,1726,616,16356,
100,677,302,143369,
100,702,258,8860,
100,784,337,10169,
100,787,352,12974,
100,1020,388,11254,
100,701,274,13939,
100,714,230,210716,
100,1067,383,16460,
100,782,295,8764,
100,1364,526,16219,
100,606,255,8204,
100,787,359,9432,
100,687,263,9366,
100,692,300,9483,
100,798,330,13126,
100,784,291,8893,
100,874,338,12670,
100,779,338,10026,
100,731,340,9090,
100,719,264,8676,
100,634,277,8286,
100,748,345,11519,
100,865,410,9511,
100,833,312,11469,
100,679,287,9060,
100,805,320,8932,
100,999,342,10355,
100,798,282,8922,
100,712,257,12190,
100,740,341,9819,
100,1822,567,20334,
100,933,292,8958,
100,864,437,13089,
100,843,305,8603,
100,1212,547,10733,
100,1387,488,14025,
100,686,271,8600,
100,938,392,9569,
100,846,400,9167,
100,915,352,13626,
100,732,300,9040,
100,1120,434,15337,
100,715,293,8988,
100,698,327,8865,
100,677,268,10093,
100,720,265,10465,
100,863,413,285899,
100,936,374,9997,
100,737,267,306069,
100,770,230,9029,
100,748,305,11730,
100,887,262,10653,
100,1025,406,11285,
100,777,337,9865,
100,862,343,8903,
100,847,370,14374,
100,896,284,9332,
100,874,390,9178,
100,754,255,9268,
100,881,362,10645,
100,796,308,8980,
100,999,359,9238,
100,1240,397,16133,
100,1058,426,9915,
100,671,286,524720,
100,710,304,9113,
100,741,273,9098,
100,686,238,8419,
100,844,329,163327,
100,898,348,13351,
100,757,315,9763,
100,720,277,11377,
100,732,312,9613,
100,1841,511,20832,
100,630,256,8554,
100,721,303,9025,
100,983,474,11733,
100,869,310,9261,
100,891,335,10664,
100,1049,446,10848,
100,783,319,14004,
100,667,273,8566,
100,1224,346,14762,
100,825,339,9381,
100,660,253,8337,
100,831,331,9383,
100,894,394,9534,
100,638,329,439901,
100,704,309,9840,
100,816,350,12384,
100,691,341,9528,
100,682,246,8317,
100,765,299,124343,
100,974,435,11941,
100,1025,411,13870,
100,896,464,10058,
100,746,303,12423,
100,881,395,12512,
100,736,264,11371,
100,843,296,9046,
100,901,386,9444,
100,879,307,9329,
100,787,277,8735,
100,668,307,11592,
100,715,277,8671,
100,733,351,9212,
100,700,277,8919,
100,771,334,8842,
100,737,304,11478,
100,768,279,8474,
100,1088,470,13490,
100,736,285,9117,
100,878,382,31065,
100,723,283,9169,
100,739,300,9135,
100,1050,463,12112,
100,799,326,11294,
100,945,408,13930,
100,736,300,8556,
100,1109,484,14733,
100,677,276,8954,
100,907,351,12736,
100,678,259,8425,
100,989,449,9662,
100,717,326,9017,
100,705,250,8762,
100,1108,341,13471,
100,928,387,10880,
100,975,395,12399,
100,737,254,8192,
100,821,310,9357,
100,799,286,8870,
100,706,268,8906,
100,781,298,9039,
100,702,302,9510,
100,825,337,11533,
100,1037,361,10893,
100,871,389,11820,
100,728,333,9536,
100,742,268,8184,
100,805,375,9079,
100,834,333,9264,
100,883,330,11558,
100,761,344,8743,
100,835,295,11219,
100,809,367,8855,
100,771,296,8343,
100,886,381,9606,
100,906,428,9295,
100,970,417,14358,
100,1224,413,11675,
100,806,267,121593,
100,720,294,8563,
100,714,281,11030,
100,836,309,8541,
100,770,333,8643,
100,746,252,8454,
100,808,237,8075,
100,802,282,12676,
100,707,283,8465,
100,923,325,13856,
100,1508,517,14045,
100,825,274,12084,
100,1350,386,12235,
100,778,359,11341,
100,683,313,8643,
100,864,305,9103,
100,885,431,9847,
100,911,327,11585,
100,992,303,12731,
100,826,326,9692,
100,679,250,12082,
100,674,211,7770,
100,848,261,10160,
100,776,265,9425,
100,717,282,8584,
100,808,305,9956,
100,997,457,10054,
100,843,297,11638,
100,767,262,8490,
100,933,374,11630,
100,915,315,9414,
100,878,402,9962,
100,859,325,9165,
100,834,419,8966,
100,937,407,11072,
100,688,336,126099,
100,622,295,11518,
100,760,320,8842,
100,1652,569,42662,
100,905,399,8688,
100,985,430,12254,
100,776,281,7476,
100,880,306,7690,
100,755,297,8004,
100,841,331,8458,
100,716,306,10188,
100,978,394,8804,
100,753,298,10226,
100,848,326,7738,
100,799,265,7580,
100,699,334,7948,
100,776,338,9106,
100,857,377,120591,
100,818,275,7209,
100,912,410,11060,
100,704,278,7407,
100,889,371,8552,
100,904,367,8512,
100,853,382,7788,
100,949,402,11301,
100,772,305,8030,
100,822,348,9932,
100,1319,447,10931,
100,854,288,7518,
100,780,383,8037,
100,752,269,7543,
100,827,279,9965,
100,1542,495,14350,
100,945,328,11183,
100,795,325,7707,
100,719,248,12614,
100,752,320,8015,
100,837,305,120483,
100,761,330,7975,
100,866,370,8656,
100,963,427,9436,
100,926,364,9151,
100,657,262,9603,
100,920,345,8943,
100,795,254,10380,
100,704,362,7878,
100,677,269,10392,
100,789,330,7844,
100,1040,416,8708,
100,974,331,10293,
100,754,286,7604,
100,860,379,10508,
100,662,253,7125,
100,752,260,7552,
100,998,397,9063,
100,971,284,8047,
100,923,363,7483,
100,820,390,7700,
100,722,269,9599,
100,806,315,8084,
100,804,402,11234,
100,677,223,7204,
100,726,336,7677,
100,694,269,7168,
100,1054,448,10085,
100,978,436,9251,
100,763,301,7520,
100,814,290,11944,
100,846,354,8000,
100,919,436,10864,
100,1105,404,10489,
100,964,367,9271,
100,777,365,8404,
100,869,353,7976,
100,1659,651,13823,
100,724,299,7274,
100,1121,475,10501,
100,905,467,8636,
100,806,280,10329,
100,746,292,8497,
100,739,366,10837,
100,799,281,8030,
100,771,258,7452,
100,737,296,8940,
100,586,264,6991,
100,798,294,9822,
100,953,353,9002,
100,1210,495,13641,
100,769,253,7416,
100,770,368,7713,
100,721,279,7573,
100,664,288,7160,
100,807,361,10306,
100,860,282,7560,
100,850,371,11458,
100,925,413,9612,
100,915,327,11191,
100,1991,821,16567,
100,808,302,12180,
100,577,245,7444,
100,879,332,117738,
100,763,305,7644,
100,814,284,7524,
100,767,270,7995,
100,775,255,7777,
100,801,328,12334,
100,1195,553,10424,
100,789,318,10242,
100,808,349,8340,
100,793,346,7459,
100,636,299,7438,
100,1129,458,11251,
100,811,348,8587,
100,749,304,7242,
100,649,269,7049,
100,707,272,7142,
100,751,290,11129,
100,847,315,7941,
100,845,418,8019,
100,730,320,8428,
100,856,334,8375,
100,1145,460,13876,
100,723,347,7971,
100,822,306,10441,
100,827,359,7982,
100,950,430,11848,
100,808,332,7393,
100,710,254,6839,
100,1027,376,10012,
100,676,264,7247,
100,775,255,6829,
100,809,320,8526,
100,944,335,10894,
100,725,362,9412,
100,861,311,10187,
100,736,267,7440,
100,736,306,7483,
100,731,329,7553,
100,811,322,8381,
100,844,315,11110,
100,960,424,195847,
100,925,379,11684,
100,673,284,7429,
100,1080,421,8703,
100,823,305,9148,
100,690,286,6876,
100,861,287,10389,
100,765,318,7777,
100,1000,392,11726,
100,742,278,7367,
100,810,348,8259,
100,908,390,10609,
100,756,271,7459,
